,/JS,/AA,/OpenAction,/AcroForm,/RichMedia,/Launch,/EmbeddedFile,/XFA,/URI,/F,/GoToE,/Extends,/Annot,/Length,/Filter,/FlateDecode,/XObject,/Encrypt,/CreationDate,/Author,subject,/ModDate,html,Script,powershell.exe,cmd.exe,ascii_c,sys,root,reg,exe,http,domain,filepath,ascii,xml,dll,unescape,%u9090%u9090,getIcon,temptmp,eval,%appdata%,chunk,base64,mkdir,replace,fromCharCode,getAnnots,ip,xref_size,trailer_size,file_size,nof_stream,class
file_4932,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,12.358,2,1
file_4933,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,7.89,9,1
file_4934,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,15.627,8,1
file_4935,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,8.204,9,1
file_4936,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,11,11,8.309,9,1
file_4937,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,8.187,8,1
file_4938,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,8.348,9,1
file_4939,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,74.916,5,0
file_4940,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,8.382,8,1
file_4941,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,17.422,8,1
file_4942,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,92.193,5,0
file_4943,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,5,2,0,2,2,1,1,1,2,0,0,0,0,0,0,1,2,6,15,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,35,76.868,33,0
file_4944,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,12.26,2,1
file_4945,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,11.957,2,1
file_4946,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,8.265,9,1
file_4947,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,9,9,12.298,4,1
file_4948,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,1,0,0,0,2,0,0,0,0,2,0,1,1,9,9,9.513,9,1
file_4949,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,17.173,8,1
file_4950,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,15.494,8,1
file_4951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,0,2,2,1,1,1,2,0,0,0,5,0,0,3,2,6,15,24,2,0,0,0,0,1,0,0,0,0,0,0,0,0,5,35,35,55.612,36,0
file_4952,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,16.977,8,1
file_4953,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,17.504,7,1
file_4954,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,17.427,8,1
file_4955,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,11,11,8.163,9,1
file_4956,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,17.586,7,1
file_4957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,2,2,1,1,1,0,0,0,0,0,0,0,2,0,1,5,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,24,24,25.291,12,0
file_4958,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,12.388,1,1
file_4959,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,83.293,5,0
file_4960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,2,2,1,1,1,0,0,0,0,0,0,0,1,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,15,22.571,5,0
file_4961,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,4,0,2,2,1,0,1,0,0,0,0,0,0,0,2,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,24,125.997,11,0
file_4962,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,1,0,0,0,2,0,0,0,0,2,0,1,1,9,9,9.292,9,1
file_4963,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,5,2,0,2,2,1,1,1,2,0,0,0,0,0,0,1,2,6,15,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,35,80.165,30,0
file_4964,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,11,11,8.39,9,1
file_4965,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,11,11,8.28,9,1
file_4966,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,1,0,0,0,2,0,0,0,0,2,0,1,1,9,9,9.419,9,1
file_4967,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,77.739,5,0
file_4968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,2,2,1,1,1,2,0,0,0,0,0,0,1,2,7,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,17,22.337,11,0
file_4969,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,1,2,0,0,0,0,0,0,1,0,1,3,4,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,0,2.467,8,1
file_4970,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,17.17,8,1
file_4971,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,1,0,0,0,2,0,0,0,0,2,0,1,1,9,9,9.545,9,1
file_4972,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,12.828,3,1
file_4973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,2,2,1,1,1,0,0,0,0,0,0,0,1,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,15,27.25,5,0
file_4974,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,71.214,5,0
file_4975,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,1,0,0,0,2,0,0,0,0,2,0,1,1,9,9,9.313,9,1
file_4976,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,16.81,8,1
file_4977,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,11,11,8.145,9,1
file_4978,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,74.669,5,0
file_4979,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,9,9,12.068,4,1
file_4980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,2,2,2,1,1,3,0,0,0,0,2,0,1,2,8,8,11,2,0,0,0,0,2,0,0,0,0,0,0,0,0,5,58,104,14.53,23,0
file_4981,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,10,15.792,8,1
file_4982,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,9,9,12.313,4,1
file_4983,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,18,18,5.126,4,1
file_4984,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,1,0,0,0,2,0,0,0,0,2,0,1,1,9,9,9.247,9,1
file_4985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,2,2,1,1,1,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,15,32.95,4,0
file_4986,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,4,0,2,2,2,1,1,4,0,0,0,0,0,0,1,5,8,10,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,36,63,231.613,32,0
file_4987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,2,2,1,1,1,2,0,0,0,0,0,0,1,2,7,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,17,22.474,12,0
file_4988,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,17.06,8,1
file_4989,0,0,0,1,0,0,0,0,0,0,0,0,0,1,40,5,2,0,2,2,1,1,1,2,0,0,0,0,0,0,1,2,6,43,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,55,63,153.552,91,0
file_4990,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,8.022,8,1
file_4991,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,12,3.506,1,1
file_4992,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,9,9,11.963,4,1
file_4993,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,16.026,8,1
file_4994,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,15.13,8,1
file_4995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,17,6.197,10,0
file_4996,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,15.675,8,1
file_4997,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,8.441,8,1
file_4998,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,1,0,0,0,2,0,0,0,0,2,0,1,1,9,9,9.709,9,1
file_4999,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,9,9,3.997,7,1
file_5000,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,8.011,9,1
file_5001,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,11,11,8.344,9,1
file_5002,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,9,9,12.08,6,1
file_5003,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,9,9,12.406,4,1
file_5004,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,8.098,8,1
file_5005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,2,2,1,1,1,2,0,0,0,0,0,0,1,2,7,7,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,27,42.394,17,0
file_5006,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,15.433,8,1
file_5007,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,17.031,8,1
file_5008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,2,2,1,1,1,0,0,0,0,0,0,0,1,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,15,31.307,5,0
file_5009,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,17.335,8,1
file_5010,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,70.498,5,0
file_5011,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,8.07,8,1
file_5012,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,8.188,9,1
file_5013,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,16.781,8,1
file_5014,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,2,0,1,2,0,0,0,0,0,0,1,0,1,3,3,0,0,1,0,0,0,2,0,0,0,0,2,0,1,1,9,9,8.956,10,1
file_5015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,0,2,2,2,1,1,3,0,0,0,3,2,0,1,2,7,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,50,30.392,22,0
file_5016,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,9,9,12.264,4,1
file_5017,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,17.177,8,1
file_5018,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,1,0,0,0,2,0,0,0,0,2,0,1,1,9,9,9.309,9,1
file_5019,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,16.353,8,1
file_5020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,75.526,5,0
file_5021,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,9,9,4.38,8,1
file_5022,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,17.758,7,1
file_5023,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,16.028,8,1
file_5024,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,8.012,8,1
file_5025,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,73.807,5,0
file_5026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,2,2,2,1,1,3,0,0,0,0,2,0,1,3,7,10,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,76,141,18.982,29,0
file_5027,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,17.192,8,1
file_5028,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,74.944,5,0
file_5029,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,1,0,0,0,2,0,0,0,0,2,0,1,1,9,9,9.68,9,1
file_5030,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,8.488,8,1
file_5031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,2,2,1,1,1,3,0,0,0,0,2,0,1,2,7,12,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,128,245,21.547,34,0
file_5032,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,2,0,1,2,0,0,0,0,0,0,1,0,1,3,5,0,0,1,0,0,0,2,0,0,0,0,2,1,0,1,0,0,2.674,11,1
file_5033,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,15.935,8,1
file_5034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,2,2,1,1,1,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,15,37.619,4,0
file_5035,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,8.257,9,1
file_5036,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,8.312,9,1
file_5037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,2,2,1,1,1,0,0,0,0,0,0,0,1,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,15,32.6,3,0
file_5038,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,13.386,3,1
file_5039,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,4,2,0,2,2,1,1,1,2,0,0,0,0,0,0,1,2,6,12,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,32,83.492,25,0
file_5040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,2,2,1,1,1,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,15,23.266,5,0
file_5041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,2,2,1,1,1,0,0,0,0,0,0,0,1,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,15,27.107,5,0
file_5042,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,0,2,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,69.597,6,0
file_5043,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,1,0,0,0,2,0,0,0,0,2,0,1,1,9,9,9.757,9,1
file_5044,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,17.099,7,1
file_5045,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,73.126,5,0
file_5046,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,17.234,7,1
file_5047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,2,2,1,1,1,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,15,20.126,4,0
file_5048,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17,5,2,0,2,2,1,1,1,2,0,0,0,0,0,0,1,2,6,20,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,40,75.958,40,0
