file_name,/JS,/AA,/OpenAction,/AcroForm,/RichMedia,/Launch,/EmbeddedFile,/XFA,/URI,/F,/GoToE,/Extends,/Annot,/Length,/Filter,/FlateDecode,/XObject,/Encrypt,/CreationDate,/Author,subject,/ModDate,html,Script,powershell.exe,cmd.exe,sys,root,reg,exe,http,domain,filepath,ascii,xml,dll,unescape,%u9090%u9090,getIcon,temptmp,eval,%appdata%,chunk,base64,mkdir,replace,fromCharCode,getAnnots,ip,xref_size,trailer_size,file_size,nof_stream,class
file_0688,0,0,0,0,0,0,0,0,4,0,0,0,4,1,25,25,4,0,2,2,2,1,2,2,0,0,12,0,0,1,7,10,27,61,3,0,0,0,0,0,3,0,0,0,0,0,0,0,9,117,157,123.128,77,0
file_0689,2,0,1,1,0,0,0,1,0,1,0,0,1,0,4,4,0,0,0,1,1,0,1,2,0,0,0,0,0,1,2,1,5,4,2,0,0,0,0,1,2,0,0,0,0,0,1,0,1,15,15,9.217,12,0
file_0690,0,0,0,2,0,0,0,0,0,0,0,2,0,2,32,31,4,0,0,1,4,0,3,3,0,0,10,3,0,1,3,11,37,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,170.869,96,0
file_0691,0,0,0,2,0,0,0,0,0,0,0,31,0,0,112,111,107,0,0,1,15,0,1,6,0,0,33,3,0,6,5,33,216,147,2,0,0,0,0,1,0,0,0,0,0,0,0,0,26,0,0,226.801,416,0
file_0692,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,8,0,0,2,2,2,1,1,3,0,0,0,2,0,3,2,8,10,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,199,389,19.567,27,0
file_0693,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,42,0,0,2,2,1,1,1,2,0,0,0,0,0,1,3,9,44,79,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,140,257,183.939,93,0
file_0694,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,85.578,5,0
file_0695,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,17,0,0,2,2,2,1,1,5,0,0,0,2,0,11,3,8,19,36,2,0,0,0,0,1,2,0,0,0,0,0,0,0,16,413,812,58.643,69,0
file_0696,2,0,1,1,0,0,0,1,0,1,0,0,1,0,4,4,0,0,0,1,1,0,1,2,0,0,0,0,0,1,2,1,5,4,2,0,0,0,0,1,2,0,0,0,0,0,1,0,1,15,15,9.755,12,0
file_0697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,2,2,2,1,1,2,0,0,0,0,0,3,2,7,10,19,2,2,0,0,0,0,0,0,0,0,0,0,0,0,10,37,65,23.317,32,0
file_0698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,2,2,1,1,1,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,15,27.113,4,0
file_0699,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,4,2,0,2,2,1,1,1,2,0,0,0,0,0,1,2,6,9,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,29,71.29,19,0
file_0700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,2,2,1,1,1,0,0,0,0,0,0,1,0,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,25,61.456,8,0
file_0701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,2,2,1,1,1,3,0,0,2,0,0,1,4,10,12,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,44,77.29,31,0
file_0702,0,0,0,3,0,0,11,0,0,0,0,14,0,1,142,141,231,0,0,1,5,0,2,8,0,0,13,3,0,4,12,11,298,304,11,0,0,0,0,5,0,0,0,0,0,0,0,0,16,0,0,178.68,654,0
file_0703,0,0,0,2,0,0,0,0,0,0,0,3,0,0,54,52,20,0,0,1,5,0,3,4,0,0,16,2,0,1,2,16,69,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,92.629,159,0
file_0704,0,0,0,0,0,0,0,0,0,0,0,0,0,11,37,34,14,0,2,2,1,1,3,0,0,0,11,8,0,2,10,1,38,68,0,2,0,0,0,3,0,0,0,0,0,0,0,0,12,1139,2278,929.509,117,0
file_0705,0,0,0,2,0,0,0,0,0,0,0,4,0,0,58,57,49,0,0,1,3,0,2,6,0,0,12,3,0,6,4,15,99,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,83.742,193,0
file_0706,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,0,0,2,2,2,1,1,2,0,0,0,0,0,2,3,9,10,17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,31,46,44.856,27,0
file_0707,0,0,0,0,0,0,0,0,2,0,0,0,2,1,26,26,7,0,2,2,2,1,2,2,0,0,11,0,0,2,3,6,28,107,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,221,313,131.837,85,0
file_0708,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,15,0,0,2,2,5,1,1,2,0,0,2,2,0,8,4,9,17,31,2,2,0,0,0,1,2,0,0,0,0,0,0,0,5,51,89,90.95,55,0
file_0709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,3,0,0,1,1,0,1,2,0,0,0,0,0,1,2,6,17,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,43.25,37,0
file_0710,2,0,1,1,0,0,0,1,0,1,0,0,1,0,4,4,0,0,0,1,1,0,1,2,0,0,0,0,0,1,2,1,5,4,2,0,0,0,0,2,2,0,0,0,0,0,1,0,1,15,15,4.981,13,0
file_0711,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,2,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,88.854,7,0
file_0712,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,82.026,5,0
file_0713,0,0,0,1,0,0,0,0,15,0,0,0,15,1,17,16,3,0,2,2,2,1,2,2,0,0,6,0,0,1,15,6,19,85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,225,389,139.389,49,0
file_0714,0,0,0,0,0,0,0,0,1,5,0,0,1,0,17,17,0,0,2,2,2,1,1,2,0,0,5,0,0,5,2,6,19,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,49,63,59.482,52,0
file_0715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,2,2,1,1,1,2,0,0,0,0,0,1,2,7,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,17,17.19,11,0
file_0716,0,0,0,2,0,0,0,0,0,0,0,4,0,0,88,86,110,0,0,1,7,0,1,6,0,0,11,2,0,3,2,25,164,168,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,120.776,354,0
file_0717,0,0,0,1,0,0,0,0,0,0,0,2,0,1,25,24,3,0,0,1,3,0,3,3,0,0,6,2,0,1,2,6,27,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,102.488,68,0
file_0718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,2,2,2,1,1,3,0,0,0,2,0,1,2,7,12,18,2,0,0,0,0,6,0,0,0,0,0,0,0,0,5,89,168,20.567,35,0
file_0719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,3,0,2,2,1,1,1,2,0,0,3,0,0,1,3,6,21,27,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,44,50,79.408,45,0
file_0720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,4,4,3,3,1,3,0,0,0,0,0,1,4,11,14,20,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,33,71,22.292,36,0
file_0721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,4,0,0,1,1,0,2,4,0,0,6,0,0,4,5,6,26,22,2,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,60.638,65,0
file_0722,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,10,16.311,8,0
file_0723,0,0,0,2,0,0,0,0,0,0,0,19,0,0,87,85,47,0,0,1,6,0,1,19,0,0,11,2,0,2,2,29,121,130,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,140.228,294,0
file_0724,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,2,2,1,1,1,0,0,0,0,0,0,1,0,1,14,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,51,91,28.404,28,0
file_0725,0,0,0,0,0,0,0,0,8,14,0,5,14,0,22,22,0,0,2,2,4,1,2,3,0,0,4,2,0,4,15,15,24,52,2,0,0,0,0,0,2,0,0,0,0,0,0,0,11,600,1180,92.597,76,0
file_0726,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,4,2,0,2,2,1,1,1,2,0,0,0,0,0,1,2,6,13,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,33,82.152,26,0
file_0727,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,84.357,5,0
file_0728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,2,2,1,1,1,0,0,0,0,0,0,1,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,15,25.044,3,0
file_0729,0,0,0,0,0,0,0,0,3,0,0,0,3,1,24,24,3,0,2,2,2,1,2,2,0,0,10,0,0,2,6,9,26,105,3,0,0,0,0,0,0,0,0,0,0,2,0,0,13,176,274,160.119,80,0
file_0730,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,2,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,85.072,7,0
file_0731,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,15,0,0,2,2,6,1,1,4,0,0,2,3,0,3,4,8,17,28,2,0,0,0,0,0,3,0,0,0,0,0,0,0,10,244,469,52.26,57,0
file_0732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,2,2,1,1,1,2,0,0,0,0,0,1,2,7,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,17,23.141,12,0
file_0733,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,4,0,0,2,2,2,1,1,2,0,0,0,0,0,1,0,1,5,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,21,21,33.61,11,0
file_0734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,2,2,4,1,7,2,0,0,18,0,0,24,10,6,33,65,2,2,0,0,0,0,0,0,0,0,0,0,0,0,29,111,205,109.144,157,0
file_0735,0,0,0,0,0,0,0,0,0,0,0,1,0,3,183,169,28,0,2,2,2,1,1,7,0,0,3,0,0,5,2,11,254,60,2,4,0,0,0,1,3,0,0,0,0,0,0,0,14,0,0,321.338,329,0
file_0736,0,0,0,2,0,0,0,0,0,41,0,0,41,0,7,6,12,0,3,3,3,2,1,2,0,0,0,0,0,1,2,11,17,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,85,170,43.955,34,0
file_0737,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,90.76,5,0
file_0738,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,1,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,71.436,4,0
file_0739,0,0,0,0,0,0,0,0,1,1,0,0,1,0,88,79,53,0,2,2,1,1,1,11,0,0,11,0,0,1,12,35,99,112,11,0,0,0,0,0,0,0,0,0,0,0,0,0,14,298,298,422.539,212,0
file_0740,5,1,0,1,0,0,0,0,0,17,0,0,14,0,28,28,14,0,3,3,3,2,1,3,0,0,13,2,0,2,4,15,45,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,216,846,57.96,98,0
file_0741,0,0,0,0,0,0,0,0,4,4,0,0,0,34,66,48,55,0,2,2,2,1,5,3,0,0,3,3,0,1,4,10,68,115,3,4,0,0,0,2,0,0,0,0,0,0,0,0,25,683,1366,1836.363,179,0
file_0742,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,75.643,5,0
file_0743,0,0,0,1,0,0,0,0,0,0,0,0,0,1,27,6,2,0,2,2,1,1,1,2,0,0,0,0,0,1,2,6,30,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,50,95.139,60,0
file_0744,0,0,0,2,0,0,0,0,0,0,0,0,0,5,61,60,15,0,0,1,4,0,1,3,0,0,7,0,0,12,2,11,111,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,211.87,216,0
file_0745,0,0,0,0,0,0,0,0,0,0,0,0,0,14,131,131,0,0,2,1,1,1,1,2,0,0,0,0,0,1,3,7,133,240,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,377,723,954.509,264,0
file_0746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,121,0,0,2,2,2,1,1,2,0,0,0,0,0,1,2,7,123,238,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,487,487,636.445,248,0
file_0747,0,0,0,1,0,0,0,0,0,0,0,0,0,3,29,28,3,0,0,1,3,0,2,3,0,0,6,2,0,1,3,6,31,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,197.759,70,0
file_0748,0,0,0,1,0,0,0,0,0,0,0,0,0,3,30,29,3,0,0,1,3,0,2,3,0,0,7,2,0,1,2,6,32,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,200.245,74,0
file_0749,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,78.132,5,0
file_0750,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,14,2,0,2,2,2,1,1,3,0,0,2,2,0,1,4,9,17,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,111,194,102.487,41,0
file_0751,0,0,0,0,0,0,0,0,0,5,0,0,0,0,23,23,0,0,2,2,2,1,1,5,0,0,10,0,0,2,3,6,25,34,2,0,0,0,0,2,0,0,0,0,0,0,0,0,13,62,78,77.57,77,0
file_0752,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11,0,0,0,1,3,0,1,4,0,0,3,2,0,1,2,7,13,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,32.505,34,0
file_0753,5,1,0,0,0,0,0,0,0,7,0,0,7,0,8,8,0,0,2,2,2,1,1,2,0,0,4,2,0,2,3,8,10,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,108,216,22.361,26,0
file_0754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,2,2,5,0,1,2,0,0,0,0,0,7,0,1,10,20,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,47,47,28.672,37,0
file_0755,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,78.686,5,0
file_0756,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,9,2,0,2,2,1,1,1,3,0,0,7,0,0,1,3,15,13,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,857,857,124.485,40,0
file_0757,0,0,0,1,0,0,0,0,0,0,0,0,0,2,24,23,3,0,0,1,3,0,3,3,0,0,5,2,0,1,2,6,26,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,136.637,62,0
file_0758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,2,2,1,1,1,2,0,0,0,0,0,2,2,7,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,17,17.186,12,0
file_0759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,2,2,1,1,1,2,0,0,0,0,0,3,2,6,8,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,29,47,14.441,21,0
file_0760,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,4,2,0,2,2,1,1,1,2,0,0,0,0,0,1,2,6,15,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,35,68.385,31,0
file_0761,0,0,0,0,0,0,0,0,3,0,0,0,3,1,27,27,7,0,2,2,2,1,3,3,0,0,12,0,0,2,6,9,29,70,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,134,184,123.398,93,0
file_0762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,2,2,2,1,1,4,0,0,0,2,0,2,2,9,12,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,123,236,21.388,32,0
file_0763,0,0,0,0,0,0,0,0,0,0,0,4,0,7,66,61,32,0,0,1,1,0,1,6,0,0,7,2,0,3,7,7,71,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,449.454,147,0
file_0764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,2,2,10,1,1,2,0,0,2,2,0,3,4,7,27,53,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,87,163,53.618,75,0
file_0765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,2,2,1,1,1,2,0,0,0,0,0,3,2,7,8,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,29,49,11.929,21,0
file_0766,0,0,0,2,0,0,8,0,0,0,0,2,0,0,43,42,0,0,0,1,7,0,2,10,0,0,11,3,0,1,9,6,44,43,9,0,0,0,0,4,0,0,0,0,0,0,0,0,16,0,0,71.178,141,0
file_0767,0,0,0,0,0,0,0,0,5,0,0,0,0,15,53,51,25,0,2,2,1,1,1,0,0,0,4,0,0,1,6,6,54,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,132,132,8017.595,102,0
file_0768,0,0,0,1,0,0,0,0,1,0,0,0,1,3,28,28,3,0,2,2,2,1,2,2,0,0,8,0,0,1,2,6,30,66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,122,180,230.389,69,0
file_0769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,2,2,1,1,1,2,0,0,0,0,0,2,2,6,8,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,35,54,28.13,21,0
file_0770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,2,2,1,1,1,3,0,0,0,2,0,1,2,7,12,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,128,245,21.547,34,0
file_0771,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,2,2,2,1,1,0,0,0,2,0,0,4,0,1,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,22,125.223,20,0
file_0772,0,0,0,1,0,0,0,0,0,0,0,1,0,2,24,24,0,0,2,2,1,1,1,3,0,0,11,2,0,6,3,14,27,32,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,216,386,101.813,74,0
file_0773,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,0,0,2,2,2,1,1,0,0,0,3,0,0,1,0,1,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,26,38.737,14,0
file_0774,0,0,0,1,0,0,0,0,0,0,0,0,0,3,30,29,3,0,0,1,3,0,2,3,0,0,7,2,0,1,2,6,32,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,200.485,73,0
file_0775,0,0,0,0,0,0,0,0,6,8,0,0,6,0,22,22,0,0,2,2,2,1,2,3,0,0,10,0,0,10,11,14,25,40,2,0,0,0,0,1,0,0,0,0,0,0,0,0,10,76,113,79.36,84,0
file_0776,0,0,0,2,0,0,0,0,2,0,0,0,0,0,48,47,15,0,0,1,3,0,1,8,0,0,8,2,0,1,5,13,62,66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,70.75,147,0
file_0777,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,1,1,0,1,0,0,0,2,0,0,1,0,1,7,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,567.601,15,0
file_0778,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,17,8,0,2,2,1,1,1,2,0,0,8,0,0,1,2,6,21,30,2,2,0,0,0,0,0,0,0,0,0,2,0,0,6,56,78,203.923,54,0
file_0779,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,17,0,0,2,2,1,1,1,2,0,0,2,2,0,1,3,6,19,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,196,371,35.417,42,0
file_0780,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,6,5,0,2,2,3,1,1,3,0,0,0,0,0,1,2,6,13,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,55,99,201.434,34,0
file_0781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,2,2,4,1,1,2,0,0,0,0,0,1,3,6,10,18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,34,59,24.43,29,0
file_0782,0,0,0,1,0,0,0,0,1,0,0,0,1,2,22,21,3,0,2,2,2,1,2,2,0,0,8,2,0,1,3,6,24,74,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,137,225,179.659,62,0
file_0783,2,0,1,1,0,0,0,0,3,0,0,0,3,1,10,7,4,0,2,1,1,1,1,7,0,0,4,0,0,1,9,17,15,19,6,0,0,0,0,0,2,0,0,0,0,0,1,0,8,41,41,98.079,54,0
file_0784,0,0,0,1,0,0,0,0,1,6,0,0,2,1,30,29,8,0,3,3,11,2,1,3,0,0,7,0,0,15,2,6,31,52,3,0,0,0,0,0,3,0,0,0,0,0,0,0,19,116,193,192.981,109,0
file_0785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,2,2,2,1,1,7,0,0,0,0,0,1,3,11,39,39,2,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,70.25,83,0
file_0786,0,0,0,1,0,0,0,0,1,0,0,0,1,3,23,22,3,0,2,2,2,1,2,2,0,0,6,0,0,1,2,6,25,88,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,137,223,196.459,57,0
file_0787,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,79.969,5,0
file_0788,0,0,0,0,0,0,0,0,1,0,0,1,1,0,28,28,0,0,2,2,12,1,1,3,0,0,2,3,0,1,4,8,30,53,2,0,0,0,0,20,0,0,0,0,0,4,0,0,8,209,408,60.809,105,0
file_0789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,2,2,1,1,1,0,0,0,0,0,0,1,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,15,22.895,5,0
file_0790,0,0,0,2,0,0,11,0,0,0,0,3,0,1,56,55,2,0,0,1,10,0,3,9,0,0,16,4,0,2,13,7,57,59,12,0,0,0,0,4,0,0,0,0,0,0,0,0,22,0,0,146.891,189,0
file_0791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,2,2,2,1,1,2,0,0,0,0,0,1,2,7,7,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,28,47,11.62,20,0
file_0792,0,0,1,1,0,0,0,0,0,58,0,0,58,1,60,30,92,0,2,2,1,1,5,3,0,0,5,0,0,5,32,77,127,194,8,2,0,0,0,1,2,0,0,0,0,0,0,0,33,340,639,6186.78,341,0
file_0793,0,0,0,0,0,0,0,0,0,0,0,2,0,3,27,26,2,0,4,2,3,3,1,4,0,0,9,2,0,2,4,23,31,44,4,2,0,0,0,1,0,0,0,0,0,0,0,0,9,194,644,256.182,81,0
file_0794,0,0,0,0,0,0,0,0,14,4,0,0,18,0,14,13,2,0,2,2,2,1,1,0,0,0,0,0,0,1,0,1,17,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,85,97,51.745,20,0
file_0795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,2,2,3,1,1,3,0,0,0,2,0,3,2,7,10,15,2,0,0,0,0,0,0,0,0,0,0,2,0,0,6,120,230,20.362,30,0
file_0796,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,4,2,0,2,2,1,1,1,2,0,0,0,0,0,1,2,6,13,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,33,87.803,26,0
file_0797,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,10,0,0,2,2,2,1,1,2,0,0,0,0,0,1,3,9,12,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,105,194,62.725,28,0
file_0798,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,21,21,79.585,6,0
file_0799,0,0,0,0,0,0,0,0,5,0,0,0,0,11,59,56,25,0,2,2,1,1,1,0,0,0,8,0,0,2,6,6,60,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,123,123,640.439,113,0
file_0800,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,25,3,0,2,2,2,1,1,6,0,0,11,0,0,1,2,6,27,100,3,0,0,0,0,2,0,0,0,0,0,0,0,0,14,154,243,135.235,83,0
file_0801,0,0,0,1,0,0,0,0,0,0,0,0,0,3,30,29,3,0,0,1,3,0,3,3,0,0,7,2,0,1,3,6,32,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,192.407,76,0
file_0802,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,15,12,0,2,1,1,1,1,2,0,0,0,0,0,4,2,5,18,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,54,43.595,38,0
file_0803,0,0,0,0,0,0,0,0,0,0,0,0,0,11,51,51,1,0,0,1,1,0,3,5,0,0,13,2,0,2,3,6,53,69,2,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,845.449,133,0
file_0804,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0,2,2,2,1,1,4,0,0,0,0,0,7,2,1,7,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,25,25,129.024,31,0
file_0805,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,18,3,0,2,2,1,1,1,3,0,0,3,2,0,6,4,9,21,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,161,289,44.734,56,0
file_0806,0,0,0,2,0,0,0,0,0,123,0,3,120,0,49,48,63,0,4,4,4,3,1,2,0,0,11,2,0,1,2,19,94,162,2,0,0,0,0,1,0,0,0,0,0,0,0,0,7,649,3459,130.108,202,0
